"nr","lwage_1980","educ_1980","black_1980","hisp_1980","exper_1980","married_1980","union_1980","hours_1980","lwage_1981","educ_1981","black_1981","hisp_1981","exper_1981","married_1981","union_1981","hours_1981","lwage_1982","educ_1982","black_1982","hisp_1982","exper_1982","married_1982","union_1982","hours_1982","lwage_1983","educ_1983","black_1983","hisp_1983","exper_1983","married_1983","union_1983","hours_1983","lwage_1984","educ_1984","black_1984","hisp_1984","exper_1984","married_1984","union_1984","hours_1984","lwage_1985","educ_1985","black_1985","hisp_1985","exper_1985","married_1985","union_1985","hours_1985","lwage_1986","educ_1986","black_1986","hisp_1986","exper_1986","married_1986","union_1986","hours_1986","lwage_1987","educ_1987","black_1987","hisp_1987","exper_1987","married_1987","union_1987","hours_1987"
10265,2.127964,14,0,0,2,0,1,1375,1.817077,14,0,0,3,1,0,2080,2.160507,14,0,0,4,1,0,2080,2.108061,14,0,0,5,1,0,2660,2.560215,14,0,0,6,1,0,2270,2.276787,14,0,0,7,1,0,2080,2.459195,14,0,0,8,1,0,2265,2.387653,14,0,0,9,1,0,2340
10274,0.1135047,14,0,0,1,0,0,1343,1.683546,14,0,0,2,1,1,2080,1.918966,14,0,0,3,1,1,1600,1.981344,14,0,0,4,1,1,1560,1.48833,14,0,0,5,1,1,3552,1.475057,14,0,0,6,1,1,3246,1.799961,14,0,0,7,1,0,2080,2.130743,14,0,0,8,1,0,2080
10311,1.630321,11,0,1,2,0,0,2080,1.683546,11,0,1,3,0,0,2080,1.690503,11,0,1,4,0,0,2080,1.89726,11,0,1,5,0,0,2080,1.682546,11,0,1,6,1,0,2080,2.098595,11,0,1,7,1,0,1160,0.5930123,11,0,1,8,1,1,3660,0.9497234,11,0,1,9,1,0,3696
10392,0.177887,8,0,1,4,0,0,800,1.324419,8,0,1,5,0,0,2080,0.9234912,8,0,1,6,0,0,2315,1.186345,8,0,1,7,0,0,2095,1.060369,8,0,1,8,0,0,2325,0.9985167,8,0,1,9,0,0,2340,2.283518,8,0,1,10,0,0,2025,1.381506,8,0,1,11,0,0,1440
10425,1.630321,13,1,0,2,1,0,2080,2.534697,13,1,0,3,1,1,2220,2.448189,13,1,0,4,1,1,2600,2.354019,13,1,0,5,1,1,2912,2.241297,13,1,0,6,1,1,2974,2.329934,13,1,0,7,1,1,3090,2.457391,13,1,0,8,1,1,3120,1.966439,13,1,0,9,1,0,3120
10441,1.260085,14,0,0,2,0,0,1506,1.364316,14,0,0,3,0,0,1840,1.547403,14,0,0,4,0,0,2080,1.31483,14,0,0,5,0,0,1960,1.212543,14,0,0,6,0,0,2080,1.178175,14,0,0,7,1,0,2080,1.628111,14,0,0,8,1,0,1950,1.594287,14,0,0,9,1,0,1940
10457,0.5098189,13,0,0,2,0,0,1029,1.463415,13,0,0,3,0,0,464,1.50658,13,0,0,4,1,0,2000,1.743986,13,0,0,5,1,0,2080,1.95448,13,0,0,6,1,0,2080,2.011084,13,0,0,7,1,0,2080,2.033576,13,0,0,8,1,0,2080,2.174848,13,0,0,9,1,0,2135
10469,2.151168,12,1,0,3,0,1,2780,1.869721,12,1,0,4,0,1,2220,1.53498,12,1,0,5,0,0,1620,1.160315,12,1,0,6,0,0,1830,1.32553,12,1,0,7,0,0,1672,1.412456,12,1,0,8,0,0,2080,1.628111,12,1,0,9,0,0,2080,1.706928,12,1,0,10,0,0,2080
10524,1.048965,11,0,1,4,0,0,2976,1.112803,11,0,1,5,0,0,2892,1.074279,11,0,1,6,0,0,2568,1.52404,11,0,1,7,0,0,2226,1.267603,11,0,1,8,0,0,2756,1.157053,11,0,1,9,0,0,2524,0.814336,11,0,1,10,0,0,2640,1.180608,11,0,1,11,0,0,2934
10552,1.213384,9,0,1,3,0,0,1052,0.8805727,9,0,1,4,0,0,1824,1.042967,9,0,1,5,0,0,2080,0.8499414,9,0,1,6,0,1,1560,0.6897017,9,0,1,7,0,1,2456,0.7622073,9,0,1,8,0,0,2680,0.9096462,9,0,1,9,0,0,1600,1.381506,9,0,1,10,0,0,2080
10553,1.495731,13,0,1,4,1,0,2340,1.52196,13,0,1,5,1,0,2340,1.452967,13,0,1,6,1,0,2286,1.739929,13,0,1,7,1,0,2080,1.892585,13,0,1,8,1,0,2550,2.20579,13,0,1,9,1,0,2140,1.925704,13,0,1,10,1,0,2510,2.25992,13,0,1,11,1,0,2260
10570,1.056437,11,0,0,3,0,0,2080,-1.417066,11,0,0,4,0,0,1320,-0.6700455,11,0,0,5,0,0,2955,0.7026825,11,0,0,6,1,0,2169,0.7129337,11,0,0,7,1,0,1714,0.8200589,11,0,0,8,1,0,2083,1.06874,11,0,0,9,1,0,2047,1.039099,11,0,0,10,1,0,2028
10593,1.216969,9,0,0,6,1,0,2673,1.053912,9,0,0,7,1,0,1952,1.253163,9,0,0,8,1,0,2040,1.350717,9,0,0,9,1,1,2080,1.352305,9,0,0,10,1,1,2080,1.251297,9,0,0,11,1,1,1740,1.362525,9,0,0,12,1,1,1865,1.18368,9,0,0,13,1,0,2340
10666,1.093465,11,1,0,3,1,1,2080,0.9993327,11,1,0,4,1,0,1178,1.04721,11,1,0,5,1,0,1715,0.4513363,11,1,0,6,1,0,2225,0.8028132,11,1,0,7,1,0,1880,0.7065702,11,1,0,8,1,0,2000,1.074726,11,1,0,9,1,0,2080,0.6946283,11,1,0,10,0,0,1272
11275,0.9554163,12,0,0,3,0,0,1702,1.666008,12,0,0,4,0,0,378,1.019452,12,0,0,5,0,0,1492,1.085398,12,0,0,6,0,0,1356,0.9502881,12,0,0,7,0,0,2190,1.387394,12,0,0,8,0,0,2531,1.558776,12,0,0,9,0,0,2508,1.599298,12,0,0,10,0,0,2548
11328,1.739535,12,0,0,5,0,0,777,0.890121,12,0,0,6,0,0,1084,1.482263,12,0,0,7,0,0,1110,1.075938,12,0,0,8,0,0,1120,1.520969,12,0,0,9,0,0,2185,1.603924,12,0,0,10,0,0,2310,1.340429,12,0,0,11,0,0,1040,2.117213,12,0,0,12,0,0,1380
11750,1.159187,10,0,0,2,0,0,2360,1.529395,10,0,0,3,0,0,2600,1.46736,10,0,0,4,0,0,2600,1.502267,10,0,0,5,0,0,2600,1.345708,10,0,0,6,0,0,2731,1.407174,10,0,0,7,0,0,2316,1.842593,10,0,0,8,0,0,2203,2.370103,10,0,0,9,0,0,1667
11821,1.165137,15,0,0,2,0,0,1380,1.949764,15,0,0,3,0,0,1480,1.946097,15,0,0,4,0,0,2470,1.987774,15,0,0,5,0,0,2600,2.115868,15,0,0,6,0,0,2360,2.253914,15,0,0,7,0,0,2270,2.319288,15,0,0,8,0,0,2540,2.275609,15,0,0,9,0,0,2552
11857,1.591856,12,0,0,3,0,1,4143,2.001567,12,0,0,4,0,1,3110,2.650142,12,0,0,5,0,1,1525,2.452459,12,0,0,6,0,1,1885,2.168054,12,0,0,7,0,1,2080,2.372097,12,0,0,8,1,1,2080,2.085448,12,0,0,9,1,1,2880,1.98228,12,0,0,10,1,1,2720
11887,1.941814,12,0,0,3,0,0,1079,1.634756,12,0,0,4,0,0,780,1.668031,12,0,0,5,0,0,780,1.638399,12,0,0,6,0,0,780,1.340995,12,0,0,7,0,0,780,1.19142,12,0,0,8,1,0,780,1.576818,12,0,0,9,1,0,780,1.366002,12,0,0,10,1,0,780
11890,1.265678,6,0,1,10,1,0,2496,1.711102,6,0,1,11,1,0,2168,1.652455,6,0,1,12,1,0,2080,1.425713,6,0,1,13,1,0,2456,1.478612,6,0,1,14,1,0,2694,1.578281,6,0,1,15,1,0,2370,1.524608,6,0,1,16,1,0,2451,1.723996,6,0,1,17,1,0,2272
11892,1.818074,11,1,0,4,0,0,2040,2.027552,11,1,0,5,0,0,2120,2.415343,11,1,0,6,0,0,2000,2.232078,11,1,0,7,0,0,2050,2.542748,11,1,0,8,0,0,1320,2.027668,11,1,0,9,0,0,2028,2.222818,11,1,0,10,0,0,2080,2.238106,11,1,0,11,0,0,2140
11924,1.428417,12,0,0,2,0,0,4052,1.540772,12,0,0,3,0,0,4370,1.547687,12,0,0,4,0,0,3519,1.361333,12,0,0,5,0,0,4378,1.768889,12,0,0,6,0,0,4114,1.77767,12,0,0,7,0,0,4340,1.416758,12,0,0,8,1,0,4748,1.635019,12,0,0,9,1,0,4644
11925,1.170363,10,0,0,2,0,0,1565,1.496605,10,0,0,3,1,0,3224,1.553672,10,0,0,4,1,0,3339,1.646462,10,0,0,5,1,0,3285,1.818679,10,0,0,6,1,0,2496,1.754424,10,0,0,7,1,0,3390,1.887379,10,0,0,8,1,0,2588,1.814773,10,0,0,9,1,0,3216
11957,0.0147482,13,0,0,4,0,1,1744,0.4397843,13,0,0,5,0,1,2234,1.448783,13,0,0,6,0,0,2119,1.255406,13,0,0,7,0,0,2080,1.327271,13,0,0,8,0,0,2040,1.421491,13,0,0,9,0,1,2120,1.456839,13,0,0,10,0,0,2160,1.381506,13,0,0,11,0,0,2080
11973,1.448,12,0,0,4,0,0,2080,1.733491,12,0,0,5,0,0,2120,1.872825,12,0,0,6,0,1,2080,2.043713,12,0,0,7,0,0,2416,2.232133,12,0,0,8,0,0,2176,2.040031,12,0,0,9,0,0,2416,-0.2281868,12,0,0,10,0,0,2496,2.035432,12,0,0,11,0,0,2496
11990,1.640954,14,0,0,2,0,0,1372,1.915812,14,0,0,3,0,0,2120,2.307313,14,0,0,4,1,0,2245,2.641701,14,0,0,5,1,0,2080,2.65211,14,0,0,6,1,0,2120,2.443841,14,0,0,7,1,0,880,2.030237,14,0,0,8,1,0,2000,2.282292,14,0,0,9,1,0,2080
12012,0.4148759,13,0,0,1,0,0,526,1.694234,13,0,0,2,0,0,1808,1.621643,13,0,0,3,1,0,2154,1.582916,13,0,0,4,1,0,1649,1.020156,13,0,0,5,1,0,4034,1.33393,13,0,0,6,1,0,3293,2.197611,13,0,0,7,1,0,2740,2.174311,13,0,0,8,1,0,2462
12013,0.6679913,10,0,0,2,0,0,1815,1.243194,10,0,0,3,0,0,1800,2.933697,10,0,0,4,0,1,440,1.722071,10,0,0,5,0,0,1500,1.549015,10,0,0,6,0,0,2080,2.174509,10,0,0,7,0,0,1920,2.074398,10,0,0,8,0,0,2080,1.812289,10,0,0,9,0,0,2080
12045,1.147183,16,0,0,1,0,0,1405,1.114361,16,0,0,2,1,0,1260,1.208187,16,0,0,3,1,0,1460,1.56033,16,0,0,4,1,0,1150,1.618008,16,0,0,5,1,0,1040,1.871322,16,0,0,6,1,0,1040,1.558559,16,0,0,7,1,0,1533,1.812689,16,0,0,8,1,0,1996
12055,1.942335,12,0,0,3,0,0,2030,1.560803,12,0,0,4,0,0,2570,1.654116,12,0,0,5,0,0,2600,1.666177,12,0,0,6,1,0,2477,1.815709,12,0,0,7,1,0,2160,1.976683,12,0,0,8,1,1,2340,2.128436,12,0,0,9,1,0,2125,2.092672,12,0,0,10,1,1,2200
12084,-0.3690777,12,0,0,5,0,0,640,1.287354,12,0,0,6,0,0,1104,1.820196,12,0,0,7,0,0,1218,1.471961,12,0,0,8,0,0,2010,1.809506,12,0,0,9,1,0,2748,2.14414,12,0,0,10,0,0,2124,1.625266,12,0,0,11,0,0,1760,1.66586,12,0,0,12,0,0,2408
12088,1.171249,12,0,0,2,0,0,1207,0.929536,12,0,0,3,0,0,1200,0.7469436,12,0,0,4,0,0,1425,0.998287,12,0,0,5,0,0,1856,1.394864,12,0,0,6,0,0,2080,1.53069,12,0,0,7,0,0,2120,1.900045,12,0,0,8,0,0,2080,1.812289,12,0,0,9,0,0,2080
12122,0.9465123,8,0,0,9,1,0,3091,0.9416085,8,0,0,10,1,0,3120,1.186673,8,0,0,11,1,0,2295,0.8070702,8,0,0,12,1,0,2931,1.657523,8,0,0,13,1,0,2266,1.535766,8,0,0,14,1,0,2182,0.5851501,8,0,0,15,1,0,3320,1.721832,8,0,0,16,1,0,2960
12179,1.506269,10,0,1,3,0,1,1040,1.285396,10,0,1,4,0,0,1615,1.195426,10,0,1,5,0,1,1820,1.283577,10,0,1,6,0,1,1820,1.441384,10,0,1,7,0,1,1820,1.451468,10,0,1,8,0,1,1820,1.830257,10,0,1,9,0,1,1540,1.94582,10,0,1,10,0,0,1820
12182,1.471716,13,0,1,1,0,0,1625,1.551267,13,0,1,2,0,0,2035,1.690503,13,0,1,3,0,1,2080,1.843193,13,0,1,4,1,1,2080,2.050271,13,0,1,5,1,1,1800,1.926047,13,0,1,6,1,1,1280,1.981495,13,0,1,7,0,1,1826,2.190755,13,0,1,8,0,1,1852
12220,1.542029,12,0,1,2,0,0,2840,1.94591,12,0,1,3,1,0,2400,1.930792,12,0,1,4,1,1,2290,2.064562,12,0,1,5,1,1,2130,1.95448,12,0,1,6,1,1,2080,2.011084,12,0,1,7,1,1,2080,2.074398,12,0,1,8,1,1,2080,2.217754,12,0,1,9,1,1,2080
12221,0.8643423,11,0,0,6,0,0,1305,-0.0327898,11,0,0,7,0,0,2480,0.4529656,11,0,0,8,1,0,2390,0.6289368,11,0,0,9,1,0,2335,0.7409378,11,0,0,10,1,0,2000,1.178175,11,0,0,11,1,0,2080,1.340429,11,0,0,12,1,0,2080,1.203199,11,0,0,13,1,0,2486
12245,0.6257378,14,0,0,1,0,0,1420,1.171759,14,0,0,2,0,0,1735,0.9031591,14,0,0,3,0,0,3352,1.181937,14,0,0,4,0,0,3134,1.14881,14,0,0,5,0,0,2490,1.523016,14,0,0,6,0,0,2210,1.161203,14,0,0,7,0,0,2903,1.370456,14,0,0,8,0,0,2912
12276,1.54331,12,0,0,4,0,0,2080,1.446947,12,0,0,5,0,0,2530,1.61283,12,0,0,6,0,0,2248,1.786035,12,0,0,7,0,0,2080,1.770957,12,0,0,8,0,0,2380,1.706715,12,0,0,9,0,0,2820,1.950579,12,0,0,10,0,0,2260,1.89056,12,0,0,11,0,0,2260
12385,1.427848,12,0,0,5,0,0,2394,1.620752,12,0,0,6,0,0,2373,2.132336,12,0,0,7,1,0,3120,1.3765,12,0,0,8,0,0,3317,1.970228,12,0,0,9,0,0,2535,1.970665,12,0,0,10,0,0,2340,1.915793,12,0,0,11,0,0,2340,1.99461,12,0,0,12,0,0,2340
12410,-0.8153648,12,0,0,3,0,1,2000,1.820333,12,0,0,4,1,1,1840,1.743517,12,0,0,5,1,1,1920,1.626405,12,0,0,6,1,1,2440,1.682546,12,0,0,7,1,1,2600,1.557073,12,0,0,8,1,1,2848,1.444366,12,0,0,9,1,1,2812,1.199618,12,0,0,10,1,0,2303
12420,0.0040761,12,0,0,3,1,0,2080,2.397895,12,0,0,4,1,0,2080,2.318721,12,0,0,5,1,0,2080,2.387207,12,0,0,6,1,0,2106,2.303329,12,0,0,7,1,1,2292,2.231142,12,0,0,8,1,0,2540,2.243297,12,0,0,9,1,1,2600,2.417905,12,0,0,10,1,0,2100
12433,1.667544,15,0,0,2,0,0,835,1.609438,15,0,0,3,0,0,1200,1.71394,15,0,0,4,0,0,1490,1.268716,15,0,0,5,0,0,1642,0.8871204,15,0,0,6,0,0,2304,1.87631,15,0,0,7,0,1,2080,1.933906,15,0,0,8,0,1,2156,1.974355,15,0,0,9,0,1,2211
12451,1.066488,14,0,0,2,0,0,1584,1.937311,14,0,0,3,0,0,1268,1.696641,14,0,0,4,0,0,1516,2.016517,14,0,0,5,1,0,1749,1.176789,14,0,0,6,1,0,1509,1.491833,14,0,0,7,1,0,1520,1.971969,14,0,0,8,1,0,2120,1.876827,14,0,0,9,1,0,2340
12477,2.213467,12,0,0,4,0,1,2080,2.222542,12,0,0,5,0,1,2080,2.201329,12,0,0,6,1,1,2080,2.171697,12,0,0,7,1,1,2080,2.168054,12,0,0,8,1,1,2080,2.133687,12,0,0,9,1,1,2080,2.113619,12,0,0,10,1,1,2080,2.202487,12,0,0,11,1,1,1760
12500,0.9724026,12,0,0,4,1,0,2008,1.324886,12,0,0,5,0,0,3190,0.962707,12,0,0,6,0,0,2584,0.8452515,12,0,0,7,1,0,2351,1.929574,12,0,0,8,1,0,2234,2.037503,12,0,0,9,1,0,2290,1.148221,12,0,0,10,1,0,3151,1.30674,12,0,0,11,1,0,3276
12534,1.840042,11,0,0,2,0,0,2080,2.174752,11,0,0,3,0,0,2000,2.122767,11,0,0,4,1,0,1800,2.130875,11,0,0,5,1,0,2080,2.168054,11,0,0,6,1,0,2080,2.207794,11,0,0,7,1,0,2080,2.381883,11,0,0,8,1,0,2080,2.342917,11,0,0,9,1,0,2080
12548,1.130545,9,0,0,5,0,0,2000,1.311603,9,0,0,6,0,0,2112,0.8324816,9,0,0,7,0,0,2080,1.591879,9,0,0,8,1,0,2080,1.212543,9,0,0,9,1,1,2080,1.765962,9,0,0,10,1,0,2080,1.745894,9,0,0,11,1,1,2080,1.466543,9,0,0,12,1,1,3380
